Opinion,Brand,Body
irr,ggl,"Galaxy Nexus: El nuevo teléfono de Google y Samsung - Gizmología http://t.co/yUYG3KF6 #google
"
irr,twt,"@ayrontrompete Beleza. Mande mesmo por DM , que assim que eu entrar no #twitter. Eu pego e coloco lá no site !
"
neu,ggl,"#Samsung #google #nexus
"
irr,twt,"el #twitter x cel no s!rve e$ un ascΘ(...)
"
irr,twt,"hahahhaha´ no puedo usar el #twitter por laa compuu
"
neu,ggl,"#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva
"
neu,twt,"SO IT'S BEEN A LOOONG MINUTE BUT #TWITTER, IM BACK & WITH A CLOTHING LINE! #SWAGG
"
irr,ggl,"@.brown45235: vibro http://t.co/uoIfnklJ #gnu #gome #google #hadopi #health ... http://t.co/V690lfLS
"
irr,twt,"Pobres losers los que ponen en FB esto no es #Twitter, ósea no comparen por favor...
"
irr,msf,"Spotify lanza aplicación para BlackBerry http://t.co/Sgsy2bw0 #web #microsoft #tecnologia #web
"
irr,ggl,"#google #yahoo #bing 7 Lessons Learned Running an SEO Agency http://t.co/d7b2G1rW #seo #serps
"
neu,twt,"Trying to identify a #constantcontact expert - anyone on #twitter?
"
neu,apl,"@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight, very promising. Integrated with key apps http://t.co/DZsGPhqt
"
pos,apl,"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.
"
irr,msf,"Kinect Sports 2 : Nos premières impressions http://t.co/lFXtQIVR #kinect #microsoft
"
neu,twt,"#Twitter Thank you.Read those great tweets.helps live better! :) Bows.
"
neu,msf,"Ballmer mocks Android, promises a “bunch of new” Nokia Windows Phones next week [video] http://t.co/euPPhD1w #microsoft #windows
"
irr,twt,"#Twitter Off A Mimir Tempranitoo Muahh Los Quiero A Todos Que Duerman bn
"
neg,apl,"RT @gdcurry: Really @Apple? What have you done to my iTunes now? I can't click on Music, Movies, TV Shows, or any playlists. I get a l ...
"
neu,msf,"RT @bcopher: Anyone know where I can get a free trial of #microsoft #frontpage for #mac?
"
neu,twt,"@Teah2015 I had to inform my #twitter account that you weren't a stranger and give you permission to see my stuff. Not sure why that is..
"
irr,apl,"@Twitter CEO @DickC on @Apple, Privacy, Free Speech and @Google; Far From IPO http://t.co/ztq9Sx7x
"
neu,apl,"“@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube” It couldn't have 2do w/operator error! #sarcasm Still ❤ @apple
"
neu,apl,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps
"
neg,apl,"#appleupdates 2 success stories- iPhone & iPad 2. Now been on phone to Apple 45 mins. iPad 1 WILL not. Wasting my time @apple #Replaceit!
"
irr,msf,"RT @e2na: مايكروسوفت غيرت العالم أكثر من أبل | عالم التقنية http://t.co/VXcV9cPQ الإنصاف في هذا المقال جميل :) #Microsoft #Apple
"
neg,msf,"When #Microsoft broke the law it played """"victim"""". Now it engages in racketeering, calls victims """"outlaws"""" (""""respect our IP"""").
"
irr,msf,"#microsoft intervista #vivido sul #cloud http://t.co/ky65puA2
"
irr,msf,"#Skype ya es oficialmente parte de #Microsoft ¿Utilizas este servicio #voIP? ¿Que opinión te merece esta adquisición? #tecnologia
"
neg,apl,"@apple thanks for ios5 - loving having my music breaking up like I'm talking on a mobile (cell) phone. Bring back functional 4 #iosdonwgrade
"
neu,msf,"#Microsoft researchers want to turn your hand into a touchscreen http://t.co/byYIcRpS
"
irr,ggl,"Grave c'est même plus une demi-molle là! RT @g123k #kikitoutdur devant ICS #google #nexusprime
"
neu,twt,"I can live without facebook. just #twitter and #tumblr and #youtube proven and tested. LOL give me back my facebook nowww! LOL
"
irr,apl,"Ud alguna vez ha llamado al servicio de @apple support? Se nota!! Con razon le gusta apple : @
"
neu,twt,"RT“@reimeraaron: #twitter keeps me from sleeping! #soaddicted”
"
neu,ggl,"Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/8fiwDhcC
"
irr,ggl,"Reconnaissance Faciale de ouf là ! :p #google #android
"
neu,msf,"CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure
"
neu,twt,"Its 11:56 &amp;, im going to sleep now &gt;.&lt; O&#39;well :) good night #Twitter .
"
neu,apl,"@APPLE freaks is Siri available for Iphone 4 yet?
"
neu,twt,"#twitter OFF&lt;3
"
neu,msf,"Coursey, Forbes - Open Letter: *Steve Ballmer, Please Retire*; http://t.co/1uYbXD0Q #OpenLetter #SteveBallmer #Microsoft
"
neu,twt,"@ManwitPURPOSE50 what are you doing now on #twitter????
"
neu,msf,"Learn how to keep Microsoft #Exchange costs low today at 11am Pacific. Win with #Microsoft and #NetApp Webcast @ http://t.co/3NJAayMp
"
irr,twt,"#Twitter esta loco!
"
neu,twt,"#twitter that's wassup ! lol!
"
pos,ggl,"#google #galaxynexus #icecream great
"
irr,msf,"Un vistazo a Windows Server 8 http://t.co/BmcJLgDV #Microsoft #MSDP
"
irr,msf,"#Microsoft åtnjuter ju, trots allt, fortfarande en liten gnutta respekt i branschen. Så varför är Steve Ballmer kvar?
"
irr,ggl,"Coole 2-minuten VIDEO: Een online check-out in een webwinkel in ‘In Real Life’ #google #webshop http://t.co/E4SnmZtL
"
irr,twt,"Hoy #MiDia #Facebook #Twitter #Noticias todo ha estado super divertido y acelerado ¿Qué estará pasando?
"
neg,msf,"Watching podcast of Steve Jobs & Bill Gates at 07 D5. Gates sucks at tech predictions! All talk #Apple #Microsoft
"
irr,msf,"Schaue mir #WMI #Performance Counters auf #Deutsch an, und kriege #Schmerzen… ICH WILL #SCHMERZENSGELD VON #MICROSOFT!!! #fail
"
irr,ggl,"Prenez un Smartphone Galaxy, ajouter y du software a la sauce Google et vous avez un tout beau Galaxy Nexus. #google#iphone
"
irr,msf,"RT @windowsespana: Lo último y lo mejor de Windows 7, todo en un único lugar. http://t.co/RqnhMFaA #windows7 #microsoft
"
irr,msf,"XBLA in Brief: Bejeweled 3 http://t.co/HLVuTyCa #bejeweled_3 #microsoft
"
neg,apl,"Never purchasing another item from @apple.
"
neu,ggl,"@AtlantaSnoop yea I've seen my #location waaaay off on #google sites. Not a big deal but still strange. #spookygoogle
"
irr,twt,"HABER FACEBOOK por que no entretienes a tu gente para que ya no se nos vaya #TWITTER tanta plebe ¬¬
"
pos,ggl,"Siri, which #Android device should I replace my #iPhone with? #Apple vs. #Google
"
neg,msf,"#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/wXBC1UUw
"
irr,ggl,"Andy Rubin de #Google develó oficialmente el Samsung #GalaxyNexus, 1er smartphone con #Android4.0 Ice Cream Sandwich http://t.co/dKGCvjsG""""
"
pos,ggl,"Exciting day, It's Ice cream Sandwich day ;) #Google #Android
"
neu,msf,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft: A rumor has surfaced that sugg... http://t.co/wHDrAQO4
"
pos,apl,"Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -
"
irr,msf,"http://t.co/JVidt6U4 #Free #Software #Foundation (#FSF) #startet eine #Kampagne gegen die #Funktion #Windows8 #SecureBoot (#UEFI) #Microsoft
"
neu,apl,"Dear @apple can I still use #iWeb for my #mobileme website if I convert to iCloud with my Apple ID for mail and iCal??? #help #dtv thanks!
"
neg,apl,"@apple, #siri can't connect to the network -- it's LESS useful that VoiceControl now... :(
"
neu,apl,"@MisThang2u nope they wouldn't even let me & my mom switch @apple she has an upgrade mine isn't do til march
"
neg,apl,"RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.
"
irr,twt,"Y a peticion del amigo @jegrod cambie mi foto en #Twitter !! xD jajaja
"
neu,msf,"RT @mattimooz: I'm at #microsoft and been served #cake for lunch, ok not just cake but its definitely involved. You live a good life @bennuk
"
irr,msf,"RT @olafiolio: Hallelujah! RT @sammydekeijne Voor links van Martin #Microsoft zijn QR codes dan weer wel handig..in een publiek zoals di ...
"
pos,ggl,"#android 4.0!! Ice Cream Sandwich will now make all other smartphone operating systems look outdated. #Androidbeam Wowww.. #google
"
neg,ggl,"good job, #google. did anyone get when any of this shit is actually shipping? #infofail
"
neg,twt,"Anyone in #twitter land know if retweets are broken? Haven't seen any since Tuesday.
"
neu,twt,"Who will be our #Twitter #winner 4 #daytimewdonna giveaway for $100 this Fri. Tweet about our show, our guests, why you LOVE us use #dwd100
"
neu,ggl,"It's not Google vs Apple. It is Apple & Google vs the old way - GigaOm http://t.co/LJlc6YzS #google
"
irr,msf,"RT @newsgrape_de: 3 Tricks für mehr Kontrolle über #Microsoft #Windows 7 -http://j.mp/mSOETz #hack
"
irr,ggl,"RT @laiswhisky: @Peedro_Guiih gato intenda a nat é a metamoforse sorridente. . . . . .ela nao intende ela joga tudo no #google
"
neg,apl,"fuck u @apple
"
pos,apl,"Loving the new iPod update @apple
"
neg,apl,"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!
"
irr,twt,"(y) hipocritas! RT: si quieren pedirle algo a Dios oreeeen que el asi nos escucha... no que lo escriben por #facebook y #twitter -.-'
"
pos,ggl,"I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/UWeYalKb via @AddThis
"
neg,apl,"The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?
"
pos,ggl,"Well the event is now over, time to change my pants #Google #Android #Samsung #Jizz
"
neu,twt,"How to Keep Up With Over 100,000 #Twitter Followers http://t.co/XD5GST4L for those of you with this many tweeps rock on, i'm not there YET=)
"
irr,ggl,"RT @rianru: #Google и #Samsung представили новую версию операционной системы - Android 4.0 Ice Cream Sandwich http://t.co/5baK0OdJ
"
irr,msf,"RT @EvelineHorbach: Terug van evaluatie learning circles bij #microsoft onder bezielend leiderschap van @saskianijs. Veel geleerd van de ...
"
neu,msf,"When are they going to drop the charade and list Steve Ballmer as one of the producers of Hawaii Five-O? #productplacement #microsoft #ftl
"
pos,twt,"When I say I'm going to bed that really means I'm gonna sit on twitter for 30 min then go to bed! #Twitter&lt;3
"
irr,msf,"RT @pimentacom: #CPqD e #Microsoft testam opção para banda larga. Leia matéria que foi destaque no Brasil Econômico: http://t.co/wImxVTlB
"
irr,ggl,"#google 话，丫的只有你 #apple 会抄么，俺一样会抄。天下一大抄。
"
neu,twt,"Is there a way that I can post voice notes on #twitter??
"
neu,msf,"RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis
"
irr,ggl,"Soy FAN de #Google http://t.co/bGBhZROX http://t.co/iLNouVGK http://t.co/RfFixdi4 http://t.co/pdRns1pK
"
irr,twt,"Porque mi app de #Twitter para #Android no actualiza las menciones?
"
irr,ggl,"Samsung и Google представили новый смартфон Galaxy Nexus http://t.co/x1i0MXhA #samsung #google
"
neu,twt,"#twitter off '
"
neg,apl,"Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks
"
irr,msf,"#Microsoft lanza sitio oficial de #Skype http://t.co/c3kGqpyR #JeryTecnologias #tecnología
"
neu,twt,"“@JTBrownn: #Twitter are freaking kidding #wth .. http://t.co/Mgn9GzZ1” Haha wow
"
neg,twt,"#Twitter is Fawkin up!!!
"
neu,twt,"RT @SharonHayes: Top 50 #Twitter Acronyms, Abbreviations and Initialisms http://t.co/nEqHcJsY  /via @ruhanirabin
"
neg,apl,"RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit
"
neu,msf,"@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just released..http://bit.ly/pY0hlZ
"
neu,twt,"Getting some blank rows in my #Twitter feed on the website. Are you?
"
neu,apl,"@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.
"
pos,ggl,"ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation. #Google #Android #ICS
"
neg,apl,"ugh! @apple, you’re reservation page for the iPhone is NOT working.
"
irr,msf,"Minori investimenti e maggiore efficienza con le Soluzioni #Cloud #Microsoft - Brescia, 9 novembre --&gt; http://t.co/6gq6frlk
"
irr,ggl,"#Google Google bestätigt Android 4.0 Ice Cream Sandwich für das Nexus S (mobiFlip.de): Nachdem Google und Samsun... http://t.co/CpmTEUjG
"
neu,ggl,"RT @LCmediaHouse: #Google vs Facebook: Get the Whole Picture for Your Marketing http://t.co/tm2xaijB #SocialMedia
"
irr,twt,"#twitter #detik SBY Bertemu PM Malaysia di Lombok - Setelah meresmikan Bandara Internasional Lombok, Presiden SBY me... http://t.co/h8PI2sjX
"
pos,ggl,"On a positive note, advanced control of your data usage is a really great idea ;) #google #nexus
"
neu,ggl,"#SEO Tip:Redirect http://t.co/IWeHzOqX to http://t.co/YQYNjBdy by using 301 redirection. #google #yahoo #bing #web
"
irr,twt,"@fitotorresm Camarada @EderCarmona01 si tiene #Twitter & veremos la pelicula si la encuentra XD
"
neu,ggl,"Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search
"
neu,apl,"RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5 Everyone go subscribe to notsosuperpro! #shamlessselfpromotion
"
irr,apl,"@imightbewrong @apple @inthequeencity #teamapple
"
neu,msf,"#Microsoft wants to transform your hand into a touchscreen: http://t.co/J8FgWWgS via @AddThis
"
neu,msf,"RT @jilldyche: Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison @CNBC, covering #Microsoft. You ...
"
irr,msf,"@Brittjje Als je met deze foon ook de hyvesspelletjes kunt, wil ik wel een winnaar zijn. #brit #microsoft
"
neg,apl,"hey @apple do you wanna fix my fucking playlist order, you piece of shit
"
neu,twt,"Sounds like #CJ20K is going down sooner than later. #twitter #lookout
"
irr,msf,"RT @wissekomm: #Veeam Software presenteert nworks Management Pack 5.7 voor #Microsoft System Center http://t.co/Xm9fvcPd
"
irr,msf,"RT “@microsoftfrance: Cette année encore, #Microsoft remporte le prix du meilleur Service Client 2012 http://t.co/fMRd5g3s”
"
irr,ggl,"#google you do have a journ degree correct? RT @SZimms: Who know how to format an annotated bibliography in APA style?
"
irr,twt,"RT @JaylaStarr: Sex Games http://t.co/5qtmLHJn #@JaylaStarr #@JCannonDSD #sex #Twitter #video
"
pos,twt,"#facebook, #Twitter , #spongebob, #nirvana. Great way to spend the night. :D
"
neu,ggl,"Is it bad if I just want it because its called the #icecreamsandwich ?http://t.co/Wt3C2rP1 #android #sansung #google
"
neu,msf,"#Microsoft idea: Search the Internet like a celebrity (Todd Bishop/GeekWire) http://t.co/WhROX8KA
"
neu,twt,"What Is A #Facebook “Like” Worth For Your Business? http://t.co/BsT25W2u #SMM #SocialMedia #Twitter
"
neu,twt,"@iTaylor_Simpson u post on #twitter to much like ery 5 sec #Damn
"
irr,ggl,"AsiaClassifiedToday: Temasek to raise up to $800 million with bond offer - Straits Times: Tel... http://t.co/bdBPJDh2 #asia #google #ads
"
neg,apl,"Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.
"
pos,ggl,"As an iPhone user, I think the Samsung Nexus Galaxy looks great. And Ice Cream Sandwich looks fantastic. http://t.co/Z9IDoNi7 #Google
"
neu,apl,"YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?
"
pos,ggl,"RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology
"
irr,msf,"Ben ik de enige met serieuze bedenkingen? #Howest wordt proefschool (konijn) voor #Microsoft Office 365 http://t.co/s2GGPb0G
"
neu,ggl,"#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/VonJhtjE #android40 #androidbeam
"
pos,msf,"On #Microsoft Excel making functions like it's my job #Productive
"
neu,ggl,"RT @DarkoIvancevic: How #Google Ventures Chooses Which Startups Get Its $200 Million http://t.co/9WDpnVDR
"
irr,ggl,"#Google станет еще безопаснее http://t.co/rXRcc1MB
"
neu,msf,"#EMC White paper on Automated Perf Optimization for #Microsoft Applications with EMC #VMAX, FAST VP and #HyperV #SCVMM http://t.co/kAHnFla7
"
irr,msf,"#linux / #ubuntu - #Windows / #microsoft » http://t.co/TteunwMj !!Que gran diferencia!! -/
"
pos,twt,"i love my background!! #twitter
"
irr,apl,"@Apple et je devrais arrêter de vous glorifier et ça c'est pas cool...
"
irr,twt,"@_kellykatiucia q nada vc q é linda mesmo! :) só no me lenbro o dia q eu segui vc, Mais ta bom, mais uma pessoal especial no meu #Twitter:)
"
pos,ggl,"goodbye Bump ... #Google #ICS
"
irr,twt,"xau #twitter.
"
neu,ggl,"Ice Cream Sandwich is out! http://t.co/YyceZpDy #android #ios #ics #google
"
neg,ggl,"There are too many #google services that do not work when you are a #googleapps user. #googleplus above all + profiles + #plusone
"
irr,msf,"En el Curso BMT en #microsoft #mexico ... Para trabajar el modelo de negocios de @Axentit en la Nube
"
neu,msf,"Microsoft CEO Steve Ballmer Looks Ahead at Social, Mobile Plans | Adweek http://t.co/jEENZQDw #tech #apple #microsoft
"
neu,msf,"#Microsoft researchers want to turn your hand into a touchscreen: http://t.co/UoPSyLTO | #Institute #University #accuracy #applications
"
neu,msf,"Should #Microsoft and #Google design their software for mobile devices with two screens?
"
neg,msf,"#Microsoft licensing process is annoying !!!
"
pos,ggl,"I fancy an Ice Cream Sandwich #google #android. Wonder it will works on my HTC Desire?
"
neu,ggl,"Hopefully only a few weeks until #ICS is on my Nexus S 4G! #Google #Samsung #IceCreamSandwich #Android4
"
neu,ggl,"RT @webseoanalytics: The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster
"
neu,twt,"Do real thugs have #twitter? #confusedbymytimeline
"
neu,twt,"Good night #Twitter and #TheLegionoftheFallen. 5:45am cimes awfully early!
"
neg,apl,"@apple u guys are gay
"
neu,apl,"A court in Sydney banned the sale of @Samsung 's Galaxy Tab in Australia over intellectual property infringement claims by @Apple #IP_wars
"
neg,apl,"Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!
"
irr,ggl,"RT @twandroid: Le clavier semble avoir peu bougé depuis Gingerbread #google #nexusprime
"
neu,ggl,"Can Bill Gross Take On #Facebook, #Twitter & #Google+ With Chime.in? - Forbes http://t.co/pG5uHrmI #socialmedia
"
neg,apl,"@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!
"
neu,ggl,"But does request desktop site work with hulu?!?!? #ICS #Google
"
irr,msf,"@tomcastiglia Great job today! Engaging presentations from @HersheyTech #Kofax and @Collabware at the #Microsoft Tech Center in Irvine.
"
irr,msf,"Morgen maak ik bekend wie een WindowsPhone7.5 krijgt, is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbritt.nl #MICROSOFT
"
neu,apl,"U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple
"
irr,twt,"رقم الفلو والفلورز والتويتات للبيع لاعلى سعر #TweetOfTheDay #Twitter http://t.co/iIwDNk0n
"
neg,twt,"My #Twitter acting funnyyyyyyy....
"
pos,msf,"I have been blown away by technological innovations.... #microsoft should do more #marketing!!
"
irr,msf,"Andy Malone na #mssinergija keynoteu vodi prisutne kroz #microsoft istoriju: http://t.co/OIQFwJ4f
"
irr,ggl,"Que mierda le pasa a #FOTA que no me quiere traer #IceCreamSandwich? #Google #Android @SamsungArg #GalaxyS2 ;-)
"
neu,msf,"Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd
"
pos,apl,"#iOS5 update submitted to @apple! Thanks for all the support!
"
neu,twt,"What's good #twitter
"
pos,ggl,"#ThingsWeAllHate that person that acts like they know every fucking thing bitch you not #Google
"
neg,apl,"Had issues with #Siri reaching network today. Too many uses or my signal? @apple
"
neg,msf,"#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1
"
irr,msf,"#Microsoft превратит любую поверхность в тачскрин http://t.co/vkXG7AZ5
"
neu,ggl,"Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/3GC0UEPM
"
irr,msf,"RT @packard_bell: Nuevo #Microsoft #PocketTouch (para usar el telefono sin sacarlo del bolsillo) http://t.co/0LdAVDnj
"
irr,twt,"Nossa, meu BG aqui no #Twitter está uma coisa pavorosa... preciso recortar essa foto de novo... meu rosto ficou todo deformado... hahaha
"
neu,ggl,"Samsung Galaxy Nexus Official, Launches Worldwide November - http://t.co/UX1CiB6A #galaxynexus #samsung #google #ics
"
neu,ggl,"RT @EcommNewsUpdate Steve Yegge's Google Plus Rant - Google's Pathetic Afterthought http://t.co/4Tt5OsvN #blog #facebook #google #googleplus
"
pos,apl,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w
"
neu,msf,"After years of failures, #Microsoft is finally making money in the handheld market -- but not in the way you’d think
"
irr,msf,"#OmniTouch von #Microsoft verwandelt beliebige Flächen in Touchscreens
"
irr,twt,"@Omardelos @RonaldElApostol Hace un tiempo q el varon tira su rema 11x17 aqui en #Twitter :D
"
pos,msf,"""""#Microsoft details Windows 8 search improvements"""" - via @SlashGear http://t.co/JCawWRzQ
"
neu,apl,"eating @apple xDD
"
neg,apl,"I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.
"
neu,msf,"Changing the past and organizing the future with #Microsoft http://t.co/bYYFhtpZ
"
neu,twt,"Increase your #twitter followers and or your #fan count via -http://bit.ly/qMc4K7
"
irr,ggl,"#Google y#Samsung presentan oficialmente el Galaxy Nexus: Y llego el día del esperado evento de Google y Samsung... http://t.co/fWdHUqlN
"
irr,ggl,"RT @twandroid: Prise de photo quasi instantannée #ouaaaaaaahhhhh #google #nexusprime
"
neu,ggl,"#Google #Docs presentations get real-time collaboration, transition effects and more: Google… http://t.co/COSF8WUS
"
neu,apl,"@AsimRang @apple @umber the podcasts feature works just fine, music purchasing is straight forward, what else do you want?
"
neu,apl,"@apple expanded the app store to more than 20 new countries in the december quarter
"
neu,msf,"Securing #Microsoft Exchange 2010 with #SSL Certificate http://t.co/DAwnAbvX #Exchange2010 #ITSecurity
"
neu,ggl,"#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/qD1bqVm8
"
neu,ggl,"My next phone samsung galaxy nexus. Ice cream sandwich 4.0. #android #google http://t.co/mjYSLzie
"
irr,twt,"jajajajaja la @mignonmc contandome un secretoo ii x el #twitter jajajaja
"
neg,apl,"I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN
"
neg,apl,"@RonakKataria @apple you heard of testing before deploying updates. Difference between microsoft & apple: None
"
neu,twt,"wanted to say nite #twitter
"
irr,msf,"Nueva tecnología táctil emula funcionalidad del monitor #Microsoft #Kinect http://t.co/QUAK6947
"
irr,msf,"Vos mises à jour ne s'installent pas! Posez vos questions sur #Microsoft Windows Update sur le site de support ici: http://t.co/tazYoDb8 ^IT
"
irr,apl,"Do not check other site for Uhmw Conveyor.Now you go best site of Uhmw Conveyor. http://t.co/8RMV5D2q@9 @Pin @Cable @Apple
"
neu,ggl,"#Twitter and #Google 'just can't agree' on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av
"
irr,ggl,"Surfactants pdf ebook: http://t.co/mnPp2jjm #google
"
neu,msf,"Database sizing #Microsoft #SharePoint 2010 #VMware #VMworld http://t.co/ZcdTjyrp
"
neu,apl,"Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
"
neu,twt,"RT @CNBC: The World's 10 Most Tweeted Moments - Link to Story http://t.co/iKZiM8i5 #Twitter
"
neu,msf,"#Microsoft #Cloud Microsoft, Infosys Partner to Bring Cloud to Enterprises: Speaking to CMSWire before the ... http://t.co/GV1edcvp #TCN
"
neu,twt,"JOIN OUR #TT ON #TWITTER FOLLOW @ThisIsYungFRESH & @macDej #TT #RatchetSymptoms
"
neu,twt,"I wonder if I was to get at a celebrity's neck on #twitter. Will I be on the news or radio. #planForFame lmfao
"
pos,msf,"Absolutely loving the ARC mouse, courtesy of the one and only @gregulator0. #inspired #microsoft
"
neg,apl,"Having major battery drain issue since updating iPhone 4 to iOS 5. Anyone else? @AppStore @iPhone @apple
"
neu,ggl,"Galaxy Nexus Vs iPhone 4S: Which smartphone wins? http://t.co/bF6QUCwt via @productreviews #galaxynexus #iphone4s #google #apple #ics
"
neu,ggl,"#Samsung Galaxy #Nexus hands-on (#video) http://t.co/w4muSKEm #android #galaxynexus #galaxynexus #google
"
neu,twt,"time to change my twitter app, what's the best one for my iphone? Help please? #twitterapps : #twitter vs. #tweetcaster vs. #ubersoical ?
"
irr,twt,"Sunaa karo merii jaan in se un se afsaane / sab ajnabi hain yahaan kaun kis ko pehchane #Kaifi #Shair #Twitter
"
neu,apl,"@dyanna299 you mean like Muhaimin @apple.com?
"
neu,ggl,"#SEO tip:in multilang sites create folders for each lang.submit the urls in #google #webmaster tools+Use GeographicTarget
"
neg,twt,"So much garbage. #Twitter
"
neu,ggl,"#google #icecream #galaxy #nexus http://t.co/gkoHBpN8
"
neu,apl,"In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU
"
irr,msf,"Domani a #SMAU con #Microsoft si parla di HTML5, #Kinect SDK, #WebMatrix, Private #Cloud e ci sono i lab su #Azure, http://t.co/Et5Lw9uF
"
neg,apl,"I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple
"
irr,msf,"RT @IEMPO: En el Curso BMT en #microsoft #mexico ... Para trabajar el modelo de negocios de @Axentit en la Nube
"
neu,ggl,"#Google Ice Cream Sandwich, Nexus Prime Launch [LIVE BLOG] http://t.co/kj2y69HM
"
neg,apl,"9 apps in the AppStore New section aren't new just updated. There should be a rule against that. Also, why is @apple's POS apps always first
"
neu,ggl,"#Google releases an Infinite Digital Bookcase http://t.co/12AuhZ6o by @MeghanKel
"
pos,apl,"I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's
"
neu,twt,"I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/kIHs1HRm
"
neu,ggl,"#Android #Google Android Beam makes NFC for more than paying for things http://t.co/dxrbxjkB #DhilipSiva
"
irr,apl,"http://t.co/k8RQwXty para que descargues apps para tu dispositivo #iOS de @Apple.
"
neu,ggl,"#Android #Google Calling all speed demons - Galaxy Nexus! http://t.co/kma7ZnAf #DhilipSiva
"
irr,apl,"Teach Different: iTeach Therefore iAm http://t.co/yozd8HCx @apple @teachforus @teachforamerica #ipad #stevejobs
"
neg,msf,"#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig
"
pos,ggl,"RT @spacecanard Today's the Day. ICS &lt;3 #android #google #samsung
"
neu,ggl,"#Google #NexusPrime Spec sheet: http://t.co/iuYKWVRQ #Android #Mobile
"
neu,apl,"iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.
"
neu,ggl,"#google #icecreamsandwich event featured #minecraft
"
irr,twt,"#twitter #detik Hakim Imas Menangis Ikuti Sidang Perdana - Hakim Imas Dianasari tak kuasa menahan air matanya saat d... http://t.co/G3wgjL6R
"
